Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Airline A,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,16h,1,In-flight meal not included,10844,6,6,20,0,12,0,16,0
Airline A,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,12h 20m,1,No info,14781,5,12,8,25,20,45,12,20
Airline A,2019-06-06,Banglore,Delhi,BLR → DEL,3h,0,No info,8016,6,6,17,45,20,45,3,0
Airline B,2019-06-05,Delhi,Cochin,DEL → HYD → COK,8h 10m,1,No info,7054,5,6,14,20,22,30,8,10
Airline E,2019-06-21,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3597,21,6,17,45,20,5,2,20
Airline A,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,17h 25m,1,No info,13555,18,3,11,40,5,5,17,25
Airline A,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,14h 35m,1,No info,12739,6,12,14,5,4,40,14,35
Airline D,2019-06-24,Delhi,Cochin,DEL → BOM → COK,13h,1,No info,12524,24,6,6,0,19,0,13,0
Airline A,2019-06-05,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,8040,5,6,10,20,11,50,1,30
Airline F,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,27h 5m,1,No info,9345,21,5,20,20,23,25,27,5
Airline H,2019-04-21,Delhi,Cochin,DEL → HYD → COK,7h 40m,1,No info,6146,21,4,5,55,13,35,7,40
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,9h 30m,1,No info,13587,27,5,11,30,21,0,9,30
Airline A,2019-04-15,Delhi,Cochin,DEL → COK,3h 15m,0,In-flight meal not included,5443,15,4,11,0,14,15,3,15
Airline H,2019-03-06,Delhi,Cochin,DEL → BOM → COK,5h 55m,1,No info,4959,6,3,7,0,12,55,5,55
Airline C,2019-05-18,Kolkata,Banglore,CCU → JAI → BOM → BLR,23h 35m,2,No info,10697,18,5,8,20,7,55,23,35
Airline A,2019-05-18,Delhi,Cochin,DEL → BOM → COK,5h,1,No info,15554,18,5,14,0,19,0,5,0
Airline B,2019-05-21,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4823,21,5,20,0,22,50,2,50
Airline A,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,13h 20m,1,In-flight meal not included,10539,6,12,20,25,9,45,13,20
Airline C,2019-03-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,6961,6,3,13,20,16,10,2,50
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,6h 5m,1,No info,35185,3,1,18,40,0,45,6,5
Airline C,2019-03-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5176,4,3,13,20,16,10,2,50
Airline C,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,29h 55m,2,No info,8708,21,3,13,20,19,15,29,55
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,12507,27,5,10,0,19,0,9,0
Airline B,2019-03-15,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,4148,15,3,22,10,0,55,2,45
Airline C,2019-03-03,Banglore,New Delhi,BLR → BBI → DEL,14h 15m,1,No info,11654,3,3,9,30,23,45,14,15
Airline E,2019-12-04,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,3873,4,12,6,55,9,30,2,35
Airline A,2019-03-27,Delhi,Cochin,DEL → BOM → COK,22h 55m,1,No info,12032,27,3,20,50,19,45,22,55
Airline A,2019-05-27,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,In-flight meal not included,4050,27,5,2,55,4,20,1,25
Airline A,2019-05-18,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,3210,18,5,19,35,21,5,1,30
Airline A,2019-03-27,Delhi,Cochin,DEL → BOM → COK,8h 40m,1,In-flight meal not included,6540,27,3,19,45,4,25,8,40
Airline D,2019-09-04,Delhi,Cochin,DEL → BOM → COK,10h 30m,1,No info,8371,4,9,8,45,19,15,10,30
Airline C,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,21h 5m,1,No info,5932,15,3,11,50,8,55,21,5
Airline B,2019-12-06,Delhi,Cochin,DEL → BOM → COK,14h 55m,1,No info,5883,6,12,10,35,1,30,14,55
Airline A,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19h 25m,1,In-flight meal not included,10262,15,6,9,0,4,25,19,25
Airline C,2019-01-03,Delhi,Cochin,DEL → BOM → COK,27h 40m,1,No info,28322,3,1,4,0,7,40,27,40
Airline D,2019-09-06,Delhi,Cochin,DEL → HYD → COK,15h 20m,1,No info,6513,6,9,7,10,22,30,15,20
Airline E,2019-04-15,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No info,5830,15,4,8,45,13,15,4,30
Airline C,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,13h 25m,1,No info,10413,6,9,7,0,20,25,13,25
Airline C,2019-05-18,Kolkata,Banglore,CCU → GAU → DEL → BLR,13h 25m,2,No info,15957,18,5,9,50,23,15,13,25
Airline C,2019-03-06,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,5510,6,3,14,15,16,45,2,30
Airline B,2019-06-18,Kolkata,Banglore,CCU → BLR,2h 40m,0,No info,4804,18,6,21,25,0,5,2,40
Airline D,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,11h 35m,2,No info,10444,3,6,9,45,21,20,11,35
Airline D,2019-06-03,Delhi,Cochin,DEL → BOM → COK,11h 30m,1,No info,13135,3,6,4,0,15,30,11,30
Airline B,2019-09-03,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,4462,3,9,10,10,12,55,2,45
Airline A,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,6h 40m,1,No info,22270,3,6,5,45,12,25,6,40
Airline C,2019-03-04,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3100,4,3,6,20,7,40,1,20
Airline A,2019-05-24,Delhi,Cochin,DEL → BOM → COK,5h 35m,1,No info,16079,24,5,22,50,4,25,5,35
Airline D,2019-03-03,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,18286,3,3,13,0,21,0,8,0
Airline E,2019-06-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No check-in baggage included,2647,15,6,5,45,7,15,1,30
Airline E,2019-09-05,Kolkata,Banglore,CCU → KNU → BLR,7h 15m,1,No info,8479,5,9,11,35,18,50,7,15
Airline F,2019-06-27,Delhi,Cochin,DEL → COK,3h 10m,0,No info,6216,27,6,6,0,9,10,3,10
Airline G,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,15h 55m,1,No info,7870,6,9,7,35,23,30,15,55
Airline F,2019-05-24,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,11982,24,5,17,45,20,5,2,20
Airline B,2019-06-27,Kolkata,Banglore,CCU → BLR,2h 40m,0,No info,4804,27,6,21,25,0,5,2,40
Airline C,2019-06-05,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,5510,5,6,14,15,16,45,2,30
Airline A,2019-03-03,Delhi,Cochin,DEL → BOM → COK,26h 10m,1,No info,17024,3,3,2,15,4,25,26,10
Airline B,2019-05-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2754,15,5,2,35,4,5,1,30
Airline E,2019-05-18,Banglore,Delhi,BLR → DEL,2h 40m,0,No check-in baggage included,3573,18,5,5,55,8,35,2,40
Airline A,2019-06-27,Delhi,Cochin,DEL → BOM → COK,9h,1,No info,14714,27,6,10,0,19,0,9,0
Airline A,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13h 25m,1,In-flight meal not included,10262,6,6,15,0,4,25,13,25
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,17h 20m,1,In-flight meal not included,12373,5,9,19,15,12,35,17,20
Airline D,2019-12-06,Delhi,Cochin,DEL → BOM → COK,11h,1,No info,13587,6,12,10,0,21,0,11,0
Airline C,2019-05-27,Delhi,Cochin,DEL → JDH → BOM → COK,30h 20m,2,No info,12436,27,5,12,55,19,15,30,20
Airline D,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15h 10m,1,No info,6795,6,6,10,20,1,30,15,10
Airline B,2019-06-05,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,4049,5,6,6,25,7,55,1,30
Airline A,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,29h 5m,1,No info,13067,24,5,17,0,22,5,29,5
Airline A,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,22h 55m,2,No info,15129,5,9,5,30,4,25,22,55
Airline A,2019-05-15,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,7229,15,5,6,0,8,45,2,45
Airline F,2019-01-06,Delhi,Cochin,DEL → COK,3h 10m,0,No info,6741,6,1,14,40,17,50,3,10
Airline F,2019-12-06,Banglore,Delhi,BLR → DEL,2h 35m,0,No info,4878,6,12,17,0,19,35,2,35
Airline B,2019-05-21,Kolkata,Banglore,CCU → PNQ → BLR,5h 15m,1,No info,7228,21,5,21,0,2,15,5,15
Airline F,2019-05-15,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,4878,15,5,19,30,22,15,2,45
Airline B,2019-03-27,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,5198,27,3,15,20,17,55,2,35
Airline A,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11h 45m,1,No info,12767,21,3,7,5,18,50,11,45
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11h,1,No info,8073,15,5,10,0,21,0,11,0
Airline G,2019-05-18,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4282,18,5,4,55,7,45,2,50
Airline E,2019-03-24,Chennai,Kolkata,MAA → CCU,2h 35m,0,No check-in baggage included,3807,24,3,9,30,12,5,2,35
Airline G,2019-06-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,7120,6,6,23,55,2,45,2,50
Airline A,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17h 55m,1,No info,14151,21,5,17,0,10,55,17,55
Airline A,2019-03-05,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,5678,5,3,2,55,4,20,1,25
Airline B,2019-06-21,Banglore,Delhi,BLR → DEL,3h,0,No info,3943,21,6,21,15,0,15,3,0
Airline D,2019-05-21,Delhi,Cochin,DEL → BOM → COK,6h 30m,1,No info,7485,21,5,19,0,1,30,6,30
Airline B,2019-06-15,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,5883,15,6,17,30,1,30,8,0
Airline B,2019-03-03,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,6565,3,3,14,20,16,55,2,35
Airline B,2019-01-06,Delhi,Cochin,DEL → BOM → COK,12h 30m,1,No info,6416,6,1,8,30,21,0,12,30
Airline D,2019-12-06,Delhi,Cochin,DEL → BOM → COK,9h 30m,1,No info,13587,6,12,11,30,21,0,9,30
Airline E,2019-12-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No check-in baggage included,3841,4,12,17,10,19,40,2,30
Airline D,2019-09-06,Delhi,Cochin,DEL → BOM → COK,7h 15m,1,No info,13587,6,9,18,15,1,30,7,15
Airline B,2019-03-06,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3943,6,3,13,0,15,50,2,50
Airline B,2019-09-03,Delhi,Cochin,DEL → TRV → COK,4h 40m,1,No info,6937,3,9,21,5,1,45,4,40
Airline C,2019-03-18,Banglore,New Delhi,BLR → BOM → BHO → DEL,38h 35m,2,No info,10783,18,3,8,50,23,25,38,35
Airline A,2019-12-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,7229,4,12,11,10,14,5,2,55
Airline E,2019-01-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,3625,4,1,21,10,0,5,2,55
Airline B,2019-04-15,Delhi,Cochin,DEL → COK,3h 15m,0,No info,6015,15,4,14,25,17,40,3,15
Airline C,2019-03-06,Delhi,Cochin,DEL → GOI → BOM → COK,20h 45m,2,No info,11753,6,3,10,55,7,40,20,45
Airline A,2019-09-03,Delhi,Cochin,DEL → BDQ → BOM → COK,17h 40m,2,No info,17282,3,9,10,45,4,25,17,40
Airline A,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,13h 20m,1,In-flight meal not included,12384,21,5,20,25,9,45,13,20
Airline D,2019-06-06,Delhi,Cochin,DEL → BOM → COK,12h 30m,1,No info,7198,6,6,13,0,1,30,12,30
Airline C,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,9h 5m,1,No info,8576,6,9,9,25,18,30,9,5
Airline C,2019-03-24,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,17h 20m,3,No info,15145,24,3,5,55,23,15,17,20
Airline B,2019-01-06,Delhi,Cochin,DEL → HYD → COK,4h 35m,1,No info,5054,6,1,7,35,12,10,4,35
Airline A,2019-09-06,Delhi,Cochin,DEL → BOM → COK,5h 30m,1,In-flight meal not included,10262,6,9,7,5,12,35,5,30
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,8h 40m,1,No info,9794,15,5,10,20,19,0,8,40
Airline B,2019-09-03,Chennai,Kolkata,MAA → CCU,2h 25m,0,No info,6297,3,9,11,35,14,0,2,25
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,7h 5m,1,No info,14781,18,5,16,30,23,35,7,5
Airline D,2019-09-06,Delhi,Cochin,DEL → BOM → COK,10h 30m,1,No info,11622,6,9,8,30,19,0,10,30
Airline B,2019-05-24,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,5277,24,5,22,5,0,25,2,20
Airline C,2019-06-15,Delhi,Cochin,DEL → HYD → MAA → COK,26h 20m,2,No info,10975,15,6,7,5,9,25,26,20
Airline A,2019-06-05,Banglore,Delhi,BLR → DEL,3h,0,No info,7229,5,6,8,20,11,20,3,0
Airline C,2019-12-06,Delhi,Cochin,DEL → AMD → BOM → COK,38h 15m,2,No info,9443,6,12,5,0,19,15,38,15
Airline F,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,13h 10m,1,No info,8610,5,1,7,10,20,20,13,10
Airline E,2019-04-27,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4174,27,4,17,10,19,40,2,30
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,7h 30m,1,No info,13941,18,5,21,10,4,40,7,30
Airline A,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10h 50m,1,No info,12767,21,3,8,0,18,50,10,50
Airline F,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,12h 50m,1,No info,12312,24,3,20,20,9,10,12,50
Airline A,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,21h 35m,2,In-flight meal not included,11507,6,3,21,25,19,0,21,35
Airline A,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,17h 40m,2,No info,11093,21,3,10,45,4,25,17,40
Airline A,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,13h 30m,2,No info,15129,21,5,23,5,12,35,13,30
Airline E,2019-06-15,Chennai,Kolkata,MAA → CCU,2h 15m,0,No check-in baggage included,3543,15,6,8,20,10,35,2,15
Airline G,2019-06-18,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3383,18,6,23,55,2,45,2,50
Airline B,2019-03-03,Banglore,New Delhi,BLR → DEL,2h 55m,0,No info,7648,3,3,10,5,13,0,2,55
Airline D,2019-05-21,Delhi,Cochin,DEL → BOM → COK,7h 45m,1,No info,14848,21,5,11,30,19,15,7,45
Airline A,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,12h 40m,1,No info,16736,3,6,5,45,18,25,12,40
Airline E,2019-06-18,Banglore,Delhi,BLR → DEL,2h 40m,0,No check-in baggage included,3573,18,6,5,55,8,35,2,40
Airline F,2019-06-15,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4878,15,6,9,45,12,35,2,50
Airline C,2019-09-05,Kolkata,Banglore,CCU → GAU → BLR,28h 20m,1,No info,7662,5,9,16,45,21,5,28,20
Airline C,2019-05-15,Kolkata,Banglore,CCU → BBI → HYD → BLR,25h 55m,2,No info,6117,15,5,9,10,11,5,25,55
Airline A,2019-09-06,Delhi,Cochin,DEL → LKO → BOM → COK,27h 10m,2,No info,13882,6,9,9,25,12,35,27,10
Airline A,2019-03-06,Delhi,Cochin,DEL → BOM → COK,11h 55m,1,In-flight meal not included,10577,6,3,7,5,19,0,11,55
Airline D,2019-06-15,Delhi,Cochin,DEL → BOM → COK,12h 15m,1,No info,7005,15,6,8,45,21,0,12,15
Airline E,2019-06-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2017,6,6,13,15,14,45,1,30
Airline A,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,22h 45m,1,No info,13067,5,12,20,25,19,10,22,45
Airline G,2019-09-03,Delhi,Cochin,DEL → BLR → COK,14h 25m,1,No info,8327,3,9,16,45,7,10,14,25
Airline C,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,13h 15m,1,No info,10203,5,9,10,0,23,15,13,15
Airline A,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,24h 55m,1,No info,14571,6,6,18,55,19,50,24,55
Airline B,2019-09-05,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,5,9,15,30,18,5,2,35
Airline A,2019-09-06,Delhi,Cochin,DEL → JDH → BOM → COK,7h 20m,2,No info,18804,6,9,11,40,19,0,7,20
Airline C,2019-03-27,Delhi,Cochin,DEL → JAI → BOM → COK,7h 15m,2,No info,10493,27,3,12,0,19,15,7,15
Airline B,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10h 25m,1,No info,6314,27,5,10,35,21,0,10,25
Airline F,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,5h 55m,1,No info,9187,6,9,17,0,22,55,5,55
Airline B,2019-06-24,Delhi,Cochin,DEL → BLR → COK,5h 45m,1,No info,6016,24,6,2,0,7,45,5,45
Airline A,2019-05-21,Delhi,Cochin,DEL → BOM → COK,6h 35m,1,In-flight meal not included,12898,21,5,21,50,4,25,6,35
Airline C,2019-05-24,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,5510,24,5,14,15,16,45,2,30
Airline C,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,20h 10m,2,No info,13349,24,3,9,25,5,35,20,10
Airline A,2019-05-21,Delhi,Cochin,DEL → BOM → COK,21h 20m,1,In-flight meal not included,12898,21,5,7,5,4,25,21,20
Airline E,2019-04-27,Kolkata,Banglore,CCU → BLR,2h 20m,0,No info,3873,27,4,22,20,0,40,2,20
Airline B,2019-06-03,Mumbai,Hyderabad,BOM → GOI → HYD,7h 15m,1,No info,7681,3,6,15,45,23,0,7,15
Airline D,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7h 50m,1,No info,8937,6,1,11,25,19,15,7,50
Airline H,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,8h 15m,1,No info,7335,24,5,23,30,7,45,8,15
Airline C,2019-03-18,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3100,18,3,6,20,7,40,1,20
Airline E,2019-12-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2017,6,12,13,15,14,45,1,30
Airline B,2019-05-15,Delhi,Cochin,DEL → BOM → COK,9h 30m,1,No info,7923,15,5,16,0,1,30,9,30
Airline A,2019-05-27,Delhi,Cochin,DEL → BOM → COK,6h,1,No info,16079,27,5,13,0,19,0,6,0
Airline A,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10h 50m,1,In-flight meal not included,6540,21,3,8,0,18,50,10,50
Airline C,2019-01-03,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,6092,3,1,15,0,16,25,1,25
Airline D,2019-06-03,Delhi,Cochin,DEL → BOM → COK,9h 20m,1,In-flight meal not included,15342,3,6,9,55,19,15,9,20
Airline B,2019-03-21,Delhi,Cochin,DEL → HYD → COK,7h 35m,1,No info,6790,21,3,8,35,16,10,7,35
Airline B,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 55m,0,No info,6860,3,9,10,5,13,0,2,55
Airline A,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,11h 25m,1,In-flight meal not included,9899,6,12,8,25,19,50,11,25
Airline A,2019-06-18,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,8016,18,6,6,0,8,45,2,45
Airline D,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10h,1,No info,12717,15,6,9,0,19,0,10,0
Airline E,2019-05-18,Kolkata,Banglore,CCU → BLR,2h 25m,0,No info,4491,18,5,9,0,11,25,2,25
Airline A,2019-03-27,Delhi,Cochin,DEL → BOM → COK,8h 40m,1,No info,12242,27,3,19,45,4,25,8,40
Airline B,2019-05-27,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,5277,27,5,22,5,0,25,2,20
Airline C,2019-09-03,Banglore,New Delhi,BLR → CCU → DEL,16h 55m,1,No info,10657,3,9,5,50,22,45,16,55
Airline A,2019-05-27,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,In-flight meal not included,4995,27,5,7,5,8,30,1,25
Airline C,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4460,4,6,20,45,23,20,2,35
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,12h,1,No info,13587,27,5,9,0,21,0,12,0
Airline H,2019-01-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4239,4,1,7,45,10,40,2,55
Airline C,2019-06-06,Delhi,Cochin,DEL → MAA → COK,23h 40m,1,No info,7952,6,6,9,45,9,25,23,40
Airline B,2019-12-03,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,6297,3,12,7,55,10,15,2,20
Airline B,2019-06-04,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,4,6,18,25,21,20,2,55
Airline C,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,25h 45m,1,No info,8891,5,12,9,25,11,10,25,45
Airline E,2019-05-21,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3597,21,5,17,45,20,5,2,20
Airline A,2019-06-15,Delhi,Cochin,DEL → COK,3h 15m,0,In-flight meal not included,7202,15,6,11,0,14,15,3,15
Airline C,2019-12-05,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,5228,5,12,10,0,12,45,2,45
Airline A,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,22h,2,No info,13376,24,6,14,35,12,35,22,0
Airline A,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,21h 25m,1,No info,13584,5,6,18,55,16,20,21,25
Airline A,2019-06-06,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,In-flight meal not included,4050,6,6,2,55,4,20,1,25
Airline B,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,14h 40m,2,No info,6494,21,3,6,40,21,20,14,40
Airline C,2019-05-15,Kolkata,Banglore,CCU → BOM → COK → BLR,28h 20m,2,No info,14482,15,5,9,25,13,45,28,20
Airline A,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,9h 45m,1,In-flight meal not included,9663,6,9,18,55,4,40,9,45
Airline F,2019-05-21,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4668,21,5,9,45,12,35,2,50
Airline A,2019-09-03,Banglore,New Delhi,BLR → BDQ → DEL,9h 10m,1,In-flight meal not included,10037,3,9,5,50,15,0,9,10
Airline B,2019-06-27,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4804,27,6,14,25,16,55,2,30
Airline E,2019-12-05,Banglore,Delhi,BLR → DEL,2h 40m,0,No check-in baggage included,3257,5,12,5,55,8,35,2,40
Airline B,2019-06-15,Delhi,Cochin,DEL → HYD → COK,7h 35m,1,No info,6442,15,6,8,35,16,10,7,35
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,15h 30m,1,No info,7198,27,6,10,0,1,30,15,30
Airline A,2019-03-04,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,3205,4,3,10,20,11,50,1,30
Airline G,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,3807,4,6,22,50,1,20,2,30
Airline C,2019-01-03,Banglore,New Delhi,BLR → AMD → DEL,23h 25m,1,1 Long layover,12599,3,1,0,30,23,55,23,25
Airline C,2019-05-21,Kolkata,Banglore,CCU → JAI → DEL → BLR,14h 55m,2,No info,13164,21,5,8,20,23,15,14,55
Airline A,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23h 50m,2,No info,15129,27,5,19,10,19,0,23,50
Airline C,2019-03-15,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3100,15,3,21,5,22,25,1,20
Airline B,2019-03-06,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,5224,6,3,4,40,7,15,2,35
Airline A,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,21h 25m,1,No info,13067,5,12,17,0,14,25,21,25
Airline B,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10h 45m,1,No info,14871,3,3,4,45,15,30,10,45
Airline A,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,26h 55m,2,No info,13014,6,9,9,40,12,35,26,55
Airline G,2019-09-03,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4384,3,9,10,20,12,55,2,35
Airline C,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 50m,0,No info,9481,3,9,17,0,19,50,2,50
Airline A,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,25h 20m,1,No info,12121,5,1,9,35,10,55,25,20
Airline B,2019-05-15,Delhi,Cochin,DEL → HYD → COK,7h 35m,1,No info,6442,15,5,8,35,16,10,7,35
Airline E,2019-03-04,Delhi,Cochin,DEL → BLR → COK,4h 55m,1,No info,4611,4,3,17,55,22,50,4,55
Airline C,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,24h,1,No info,7001,5,1,14,35,14,35,24,0
Airline A,2019-01-05,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,8040,5,1,7,5,8,30,1,25
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14h 35m,1,No info,14388,21,5,14,5,4,40,14,35
Airline C,2019-12-03,Banglore,New Delhi,BLR → AMD → DEL,8h 15m,1,No info,13492,3,12,0,30,8,45,8,15
Airline B,2019-12-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2754,6,12,1,40,3,10,1,30
Airline A,2019-01-03,Banglore,New Delhi,BLR → DEL,2h 40m,0,No info,18308,3,1,19,55,22,35,2,40
Airline G,2019-03-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,3807,4,3,22,50,1,20,2,30
Airline B,2019-03-06,Banglore,Delhi,BLR → DEL,3h,0,No info,4823,6,3,16,55,19,55,3,0
Airline C,2019-03-24,Banglore,New Delhi,BLR → HYD → VGA → DEL,29h 55m,2,No info,8114,24,3,17,0,22,55,29,55
Airline D,2019-05-27,Delhi,Cochin,DEL → BOM → COK,8h 45m,1,No info,10197,27,5,3,50,12,35,8,45
Airline B,2019-03-03,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,6144,3,3,1,30,4,15,2,45
Airline A,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,11h 30m,1,No info,10953,4,1,9,35,21,5,11,30
Airline D,2019-05-18,Delhi,Cochin,DEL → BOM → COK,9h 30m,1,No info,13727,18,5,11,30,21,0,9,30
Airline D,2019-06-24,Delhi,Cochin,DEL → BOM → COK,15h 30m,1,No info,13377,24,6,10,0,1,30,15,30
